Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
400.9.1,tersier,kebijakan di bidang sosial yang dilakukan oleh pemerintah daerah,400: kesejahteraan rakyat > 400.9: sosial > 400.9.1: kebijakan di bidang sosial yang dilakukan oleh pemerintah daerah,kesejahteraan rakyat sosial kebijakan di bidang sosial yang dilakukan oleh pemerintah daerah,400.9,400
400.9.2,tersier,kesejahteraan sosial anak,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak,kesejahteraan rakyat sosial kesejahteraan sosial anak,400.9,400
400.9.2.1,kuartier,kesejahteraan sosial anak balita,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak > 400.9.2.1: kesejahteraan sosial anak balita,kesejahteraan rakyat sosial kesejahteraan sosial anak kesejahteraan sosial anak balita,400.9.2,400.9
400.9.2.2,kuartier,kesejahteraan sosial anak terlantar,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak > 400.9.2.2: kesejahteraan sosial anak terlantar,kesejahteraan rakyat sosial kesejahteraan sosial anak kesejahteraan sosial anak terlantar,400.9.2,400.9
400.9.2.3,kuartier,kesejahteraan sosial anak berhadapan dengan hukum,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak > 400.9.2.3: kesejahteraan sosial anak berhadapan dengan hukum,kesejahteraan rakyat sosial kesejahteraan sosial anak kesejahteraan sosial anak berhadapan dengan hukum,400.9.2,400.9
400.9.2.4,kuartier,kesejahteraan sosial anak dengan kecatatan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak > 400.9.2.4: kesejahteraan sosial anak dengan kecatatan,kesejahteraan rakyat sosial kesejahteraan sosial anak kesejahteraan sosial anak dengan kecatatan,400.9.2,400.9
400.9.2.5,kuartier,kesejahteraan sosial anak yang membutuhkan perlindungan khusus,400: kesejahteraan rakyat > 400.9: sosial > 400.9.2: kesejahteraan sosial anak > 400.9.2.5: kesejahteraan sosial anak yang membutuhkan perlindungan khusus,kesejahteraan rakyat sosial kesejahteraan sosial anak kesejahteraan sosial anak yang membutuhkan perlindungan khusus,400.9.2,400.9
400.9.3,tersier,rehabilitasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.3: rehabilitasi sosial,kesejahteraan rakyat sosial rehabilitasi sosial,400.9,400
400.9.3.1,kuartier,rehabilitasi sosial orang dengan kecacatan tubuh dan bekas penderita penyakit kronis netra dan rungu wicara mental,400: kesejahteraan rakyat > 400.9: sosial > 400.9.3: rehabilitasi sosial > 400.9.3.1: rehabilitasi sosial orang dengan kecacatan tubuh dan bekas penderita penyakit kronis netra dan rungu wicara mental,kesejahteraan rakyat sosial rehabilitasi sosial rehabilitasi sosial orang dengan kecacatan tubuh dan bekas penderita penyakit kronis netra dan rungu wicara mental,400.9.3,400.9
400.9.3.2,kuartier,kelembagaan advokasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.3: rehabilitasi sosial > 400.9.3.2: kelembagaan advokasi sosial,kesejahteraan rakyat sosial rehabilitasi sosial kelembagaan advokasi sosial,400.9.3,400.9
400.9.3.3,kuartier,asistensi dan pemeliharaan kesejahteraan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.3: rehabilitasi sosial > 400.9.3.3: asistensi dan pemeliharaan kesejahteraan sosial,kesejahteraan rakyat sosial rehabilitasi sosial asistensi dan pemeliharaan kesejahteraan sosial,400.9.3,400.9
400.9.4,tersier,rehabilitasi sosial tuna sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.4: rehabilitasi sosial tuna sosial,kesejahteraan rakyat sosial rehabilitasi sosial tuna sosial,400.9,400
400.9.4.1,kuartier,gelandangan pengemis dan pemulung,400: kesejahteraan rakyat > 400.9: sosial > 400.9.4: rehabilitasi sosial tuna sosial > 400.9.4.1: gelandangan pengemis dan pemulung,kesejahteraan rakyat sosial rehabilitasi sosial tuna sosial gelandangan pengemis dan pemulung,400.9.4,400.9
400.9.4.2,kuartier,tuna susila dan korban traffking perempuan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.4: rehabilitasi sosial tuna sosial > 400.9.4.2: tuna susila dan korban traffking perempuan,kesejahteraan rakyat sosial rehabilitasi sosial tuna sosial tuna susila dan korban traffking perempuan,400.9.4,400.9
400.9.4.3,kuartier,warga binaan lembaga pemasyarakatan meliputi penyiapan reintegrasi,400: kesejahteraan rakyat > 400.9: sosial > 400.9.4: rehabilitasi sosial tuna sosial > 400.9.4.3: warga binaan lembaga pemasyarakatan meliputi penyiapan reintegrasi,kesejahteraan rakyat sosial rehabilitasi sosial tuna sosial warga binaan lembaga pemasyarakatan meliputi penyiapan reintegrasi,400.9.4,400.9
400.9.4.4,kuartier,pelayanan sosial orang dengan hiv aids dan kelompok minoritas,400: kesejahteraan rakyat > 400.9: sosial > 400.9.4: rehabilitasi sosial tuna sosial > 400.9.4.4: pelayanan sosial orang dengan hiv aids dan kelompok minoritas,kesejahteraan rakyat sosial rehabilitasi sosial tuna sosial pelayanan sosial orang dengan hiv aids dan kelompok minoritas,400.9.4,400.9
400.9.5,tersier,rehabilitasi sosial korban penyalahgunaan napza,400: kesejahteraan rakyat > 400.9: sosial > 400.9.5: rehabilitasi sosial korban penyalahgunaan napza,kesejahteraan rakyat sosial rehabilitasi sosial korban penyalahgunaan napza,400.9,400
400.9.6,tersier,pelayanan sosial lanjut usia,400: kesejahteraan rakyat > 400.9: sosial > 400.9.6: pelayanan sosial lanjut usia,kesejahteraan rakyat sosial pelayanan sosial lanjut usia,400.9,400
400.9.6.1,kuartier,pelayanan sosial dalam dan luar panti,400: kesejahteraan rakyat > 400.9: sosial > 400.9.6: pelayanan sosial lanjut usia > 400.9.6.1: pelayanan sosial dalam dan luar panti,kesejahteraan rakyat sosial pelayanan sosial lanjut usia pelayanan sosial dalam dan luar panti,400.9.6,400.9
400.9.6.2,kuartier,pengembangan kelembagaan meliputi pembinaan lembaga kerjasama lembaga,400: kesejahteraan rakyat > 400.9: sosial > 400.9.6: pelayanan sosial lanjut usia > 400.9.6.2: pengembangan kelembagaan meliputi pembinaan lembaga kerjasama lembaga,kesejahteraan rakyat sosial pelayanan sosial lanjut usia pengembangan kelembagaan meliputi pembinaan lembaga kerjasama lembaga,400.9.6,400.9
400.9.6.3,kuartier,advokasi dan pelayanan sosial kedaruratan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.6: pelayanan sosial lanjut usia > 400.9.6.3: advokasi dan pelayanan sosial kedaruratan,kesejahteraan rakyat sosial pelayanan sosial lanjut usia advokasi dan pelayanan sosial kedaruratan,400.9.6,400.9
400.9.7,tersier,pengumpulan dan pengelolaan sumber dana bantuan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.7: pengumpulan dan pengelolaan sumber dana bantuan sosial,kesejahteraan rakyat sosial pengumpulan dan pengelolaan sumber dana bantuan sosial,400.9,400
400.9.8,tersier,perlindungan sosial korban tindak kekerasan dan pekerja migran,400: kesejahteraan rakyat > 400.9: sosial > 400.9.8: perlindungan sosial korban tindak kekerasan dan pekerja migran,kesejahteraan rakyat sosial perlindungan sosial korban tindak kekerasan dan pekerja migran,400.9,400
400.9.9,tersier,perlindungan sosial korban bencana sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.9: perlindungan sosial korban bencana sosial,kesejahteraan rakyat sosial perlindungan sosial korban bencana sosial,400.9,400
400.9.9.1,kuartier,ketahanan sosial masyarakat meliputi keserasian sosial penguatan sumber daya,400: kesejahteraan rakyat > 400.9: sosial > 400.9.9: perlindungan sosial korban bencana sosial > 400.9.9.1: ketahanan sosial masyarakat meliputi keserasian sosial penguatan sumber daya,kesejahteraan rakyat sosial perlindungan sosial korban bencana sosial ketahanan sosial masyarakat meliputi keserasian sosial penguatan sumber daya,400.9.9,400.9
400.9.9.2,kuartier,tanggap darurat meliputi bantuan darurat advokasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.9: perlindungan sosial korban bencana sosial > 400.9.9.2: tanggap darurat meliputi bantuan darurat advokasi sosial,kesejahteraan rakyat sosial perlindungan sosial korban bencana sosial tanggap darurat meliputi bantuan darurat advokasi sosial,400.9.9,400.9
400.9.9.3,kuartier,pemulihan sosial meliputi penguatan sosial reintegrasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.9: perlindungan sosial korban bencana sosial > 400.9.9.3: pemulihan sosial meliputi penguatan sosial reintegrasi sosial,kesejahteraan rakyat sosial perlindungan sosial korban bencana sosial pemulihan sosial meliputi penguatan sosial reintegrasi sosial,400.9.9,400.9
400.9.9.4,kuartier,kerjasama meliputi kerjasama pemerintah kerjasama non pemerintah,400: kesejahteraan rakyat > 400.9: sosial > 400.9.9: perlindungan sosial korban bencana sosial > 400.9.9.4: kerjasama meliputi kerjasama pemerintah kerjasama non pemerintah,kesejahteraan rakyat sosial perlindungan sosial korban bencana sosial kerjasama meliputi kerjasama pemerintah kerjasama non pemerintah,400.9.9,400.9
400.9.10,tersier,perlindungan sosial korban bencana alam,400: kesejahteraan rakyat > 400.9: sosial > 400.9.10: perlindungan sosial korban bencana alam,kesejahteraan rakyat sosial perlindungan sosial korban bencana alam,400.9,400
400.9.10.1,kuartier,kesiapsiagaan dan mitigasi,400: kesejahteraan rakyat > 400.9: sosial > 400.9.10: perlindungan sosial korban bencana alam > 400.9.10.1: kesiapsiagaan dan mitigasi,kesejahteraan rakyat sosial perlindungan sosial korban bencana alam kesiapsiagaan dan mitigasi,400.9.10,400.9
400.9.10.2,kuartier,tanggap darurat meliputi bantuan darurat advokasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.10: perlindungan sosial korban bencana alam > 400.9.10.2: tanggap darurat meliputi bantuan darurat advokasi sosial,kesejahteraan rakyat sosial perlindungan sosial korban bencana alam tanggap darurat meliputi bantuan darurat advokasi sosial,400.9.10,400.9
400.9.10.3,kuartier,pemulihan sosial dan penguatan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.10: perlindungan sosial korban bencana alam > 400.9.10.3: pemulihan sosial dan penguatan sosial,kesejahteraan rakyat sosial perlindungan sosial korban bencana alam pemulihan sosial dan penguatan sosial,400.9.10,400.9
400.9.10.4,kuartier,kerjasama,400: kesejahteraan rakyat > 400.9: sosial > 400.9.10: perlindungan sosial korban bencana alam > 400.9.10.4: kerjasama,kesejahteraan rakyat sosial perlindungan sosial korban bencana alam kerjasama,400.9.10,400.9
400.9.11,tersier,jaminan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.11: jaminan sosial,kesejahteraan rakyat sosial jaminan sosial,400.9,400
400.9.11.1,kuartier,seleksi dan verifikasi,400: kesejahteraan rakyat > 400.9: sosial > 400.9.11: jaminan sosial > 400.9.11.1: seleksi dan verifikasi,kesejahteraan rakyat sosial jaminan sosial seleksi dan verifikasi,400.9.11,400.9
400.9.11.2,kuartier,asuransi kesejahteraan sosial meliputi kelembagaan pengelolaan premi,400: kesejahteraan rakyat > 400.9: sosial > 400.9.11: jaminan sosial > 400.9.11.2: asuransi kesejahteraan sosial meliputi kelembagaan pengelolaan premi,kesejahteraan rakyat sosial jaminan sosial asuransi kesejahteraan sosial meliputi kelembagaan pengelolaan premi,400.9.11,400.9
400.9.11.3,kuartier,bantuan langsung dan tunjangan berkelanjutan meliputi pendampingan dan penyaluran,400: kesejahteraan rakyat > 400.9: sosial > 400.9.11: jaminan sosial > 400.9.11.3: bantuan langsung dan tunjangan berkelanjutan meliputi pendampingan dan penyaluran,kesejahteraan rakyat sosial jaminan sosial bantuan langsung dan tunjangan berkelanjutan meliputi pendampingan dan penyaluran,400.9.11,400.9
400.9.11.4,kuartier,kerjasama,400: kesejahteraan rakyat > 400.9: sosial > 400.9.11: jaminan sosial > 400.9.11.4: kerjasama,kesejahteraan rakyat sosial jaminan sosial kerjasama,400.9.11,400.9
400.9.12,tersier,pemberdayaan keluarga dan kelembagaan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial,400.9,400
400.9.12.1,kuartier,ketahanan keluarga,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial > 400.9.12.1: ketahanan keluarga,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial ketahanan keluarga,400.9.12,400.9
400.9.12.2,kuartier,asistensi keluarga dan pemberdayaan perempuan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial > 400.9.12.2: asistensi keluarga dan pemberdayaan perempuan,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial asistensi keluarga dan pemberdayaan perempuan,400.9.12,400.9
400.9.12.3,kuartier,tenaga kesejahteraan social masyarakat dan organisasi sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial > 400.9.12.3: tenaga kesejahteraan social masyarakat dan organisasi sosial,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial tenaga kesejahteraan social masyarakat dan organisasi sosial,400.9.12,400.9
400.9.12.4,kuartier,kemitraan dunia usaha,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial > 400.9.12.4: kemitraan dunia usaha,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial kemitraan dunia usaha,400.9.12,400.9
400.9.12.5,kuartier,karang taruna meliputi kelembagaan pengembangan kapasitas,400: kesejahteraan rakyat > 400.9: sosial > 400.9.12: pemberdayaan keluarga dan kelembagaan sosial > 400.9.12.5: karang taruna meliputi kelembagaan pengembangan kapasitas,kesejahteraan rakyat sosial pemberdayaan keluarga dan kelembagaan sosial karang taruna meliputi kelembagaan pengembangan kapasitas,400.9.12,400.9
400.9.13,tersier,pemberdayaan komunitas adat terpencil,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil,400.9,400
400.9.13.1,kuartier,persiapan pemberdayaan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil > 400.9.13.1: persiapan pemberdayaan,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil persiapan pemberdayaan,400.9.13,400.9
400.9.13.2,kuartier,pemberdayaan sumber daya manusia,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil > 400.9.13.2: pemberdayaan sumber daya manusia,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil pemberdayaan sumber daya manusia,400.9.13,400.9
400.9.13.3,kuartier,penggalian dan pengembangan potensi,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil > 400.9.13.3: penggalian dan pengembangan potensi,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil penggalian dan pengembangan potensi,400.9.13,400.9
400.9.13.4,kuartier,keserasian dan penguatan komunitas adat terpencil,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil > 400.9.13.4: keserasian dan penguatan komunitas adat terpencil,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil keserasian dan penguatan komunitas adat terpencil,400.9.13,400.9
400.9.13.5,kuartier,kerjasama kelembagaan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.13: pemberdayaan komunitas adat terpencil > 400.9.13.5: kerjasama kelembagaan,kesejahteraan rakyat sosial pemberdayaan komunitas adat terpencil kerjasama kelembagaan,400.9.13,400.9
400.9.14,tersier,penanggulangan kemiskinan perkotaan dan perdesaan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan,400.9,400
400.9.14.1,kuartier,identifikasi dan analisis,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.1: identifikasi dan analisis,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan identifikasi dan analisis,400.9.14,400.9
400.9.14.2,kuartier,pengembangan kapasitas,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.2: pengembangan kapasitas,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan pengembangan kapasitas,400.9.14,400.9
400.9.14.3,kuartier,penataan sosial lingkungan kumuh,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.3: penataan sosial lingkungan kumuh,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan penataan sosial lingkungan kumuh,400.9.14,400.9
400.9.14.4,kuartier,advokasi social dan pengembangan aksesibilitas,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.4: advokasi social dan pengembangan aksesibilitas,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan advokasi social dan pengembangan aksesibilitas,400.9.14,400.9
400.9.14.5,kuartier,bantuan langsung,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.5: bantuan langsung,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan bantuan langsung,400.9.14,400.9
400.9.14.6,kuartier,kerjasama kelembagaan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.14: penanggulangan kemiskinan perkotaan dan perdesaan > 400.9.14.6: kerjasama kelembagaan,kesejahteraan rakyat sosial penanggulangan kemiskinan perkotaan dan perdesaan kerjasama kelembagaan,400.9.14,400.9
400.9.15,tersier,kepahlawanan keperintisan dan kesetiakawanan sosial,400: kesejahteraan rakyat > 400.9: sosial > 400.9.15: kepahlawanan keperintisan dan kesetiakawanan sosial,kesejahteraan rakyat sosial kepahlawanan keperintisan dan kesetiakawanan sosial,400.9,400
400.9.15.1,kuartier,penghargaan dan kesejahteraan keluarga pahlawan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.15: kepahlawanan keperintisan dan kesetiakawanan sosial > 400.9.15.1: penghargaan dan kesejahteraan keluarga pahlawan,kesejahteraan rakyat sosial kepahlawanan keperintisan dan kesetiakawanan sosial penghargaan dan kesejahteraan keluarga pahlawan,400.9.15,400.9
400.9.15.2,kuartier,pelestarian nilai nilai kepahlawanan dan keperintisan,400: kesejahteraan rakyat > 400.9: sosial > 400.9.15: kepahlawanan keperintisan dan kesetiakawanan sosial > 400.9.15.2: pelestarian nilai nilai kepahlawanan dan keperintisan,kesejahteraan rakyat sosial kepahlawanan keperintisan dan kesetiakawanan sosial pelestarian nilai nilai kepahlawanan dan keperintisan,400.9.15,400.9
